,01_95stain1-120716_S1_merged_R1.fastq.gz.fq.gzAligned.sortedByCoord.out.down_sampled
ENSG00000184117.11,15
ENSG00000184154.12,16
ENSG00000184162.14,73
ENSG00000184164.14,19
ENSG00000184178.15,21
ENSG00000184182.18,56
ENSG00000184203.7,154
ENSG00000184207.8,115
ENSG00000184209.14,43
ENSG00000184220.10,46
ENSG00000184226.14,24
ENSG00000184232.8,21
ENSG00000184260.5,67
ENSG00000184271.15,7
ENSG00000184277.12,48
ENSG00000184357.4,19
ENSG00000184363.9,22
ENSG00000184384.13,25
ENSG00000184428.12,24
ENSG00000184432.9,61
ENSG00000184436.11,181
ENSG00000184445.11,43
ENSG00000184470.19,1
ENSG00000184500.14,42
ENSG00000184508.10,79
ENSG00000184515.10,22
ENSG00000184517.11,43
ENSG00000184574.9,22
ENSG00000184575.11,141
ENSG00000184584.12,93
ENSG00000184634.15,6
ENSG00000184635.13,54
ENSG00000184640.17,17
ENSG00000184661.13,10
ENSG00000184702.17,3
ENSG00000184730.10,2
ENSG00000184743.12,32
ENSG00000184752.12,151
ENSG00000184785.5,69
ENSG00000184787.18,56
ENSG00000184831.13,37
ENSG00000184838.14,11
ENSG00000184840.11,559
ENSG00000184863.10,9
ENSG00000184897.5,22
ENSG00000184900.15,196
ENSG00000184903.9,96
ENSG00000184916.8,12
ENSG00000184924.5,107
ENSG00000184967.6,18
ENSG00000184983.9,165
ENSG00000184990.12,176
ENSG00000184992.10,1
ENSG00000185000.9,5
ENSG00000185009.12,32
ENSG00000185010.13,15
ENSG00000185019.16,3
ENSG00000185022.11,1
ENSG00000185043.10,352
ENSG00000185049.12,24
ENSG00000185055.10,1
ENSG00000185065.6,14
ENSG00000185085.2,18
ENSG00000185088.12,623
ENSG00000185101.12,25
ENSG00000185104.19,181
ENSG00000185122.10,11
ENSG00000185129.5,1
ENSG00000185133.13,26
ENSG00000185158.12,26
ENSG00000185187.12,138
ENSG00000185189.15,6
ENSG00000185201.16,249
ENSG00000185221.6,12
ENSG00000185222.7,451
ENSG00000185236.11,35
ENSG00000185238.12,43
ENSG00000185252.17,14
ENSG00000185262.8,68
ENSG00000185272.13,52
ENSG00000185275.6,1
ENSG00000185298.12,35
ENSG00000185305.10,17
ENSG00000185306.12,19
ENSG00000185344.13,8
ENSG00000185404.16,1
ENSG00000185414.19,21
ENSG00000185418.15,6
ENSG00000185420.18,1550
ENSG00000185432.11,36
ENSG00000185437.13,219
ENSG00000185475.8,15
ENSG00000185482.7,8
ENSG00000185507.19,10
ENSG00000185515.14,22
ENSG00000185551.12,9
ENSG00000185559.13,172
ENSG00000185608.8,654
ENSG00000185619.17,49
ENSG00000185621.11,15
ENSG00000185624.14,79
ENSG00000185627.17,87
ENSG00000185641.6,249
ENSG00000185650.9,13
ENSG00000185651.14,644
ENSG00000185658.13,69
ENSG00000185684.12,7
ENSG00000185686.17,40
ENSG00000185716.11,16
ENSG00000185721.11,58
ENSG00000185728.16,4
ENSG00000185761.10,16
ENSG00000185787.14,602
ENSG00000185798.7,18
ENSG00000185800.11,3
ENSG00000185803.8,18
ENSG00000185808.13,208
ENSG00000185811.16,35
ENSG00000185813.10,73
ENSG00000185825.15,579
ENSG00000185838.13,11
ENSG00000185842.14,29
ENSG00000185875.12,9
ENSG00000185885.15,670
ENSG00000185896.10,20
ENSG00000185917.13,52
ENSG00000185920.15,1
ENSG00000185985.8,1
ENSG00000186010.18,202
ENSG00000186017.14,1
ENSG00000186073.11,1
ENSG00000186104.10,99
ENSG00000186106.11,13
ENSG00000186130.4,1
ENSG00000186132.14,22
ENSG00000186141.8,82
ENSG00000186153.16,37
ENSG00000186162.10,25
ENSG00000186184.15,134
ENSG00000186187.11,31
ENSG00000186193.8,1
ENSG00000186222.4,34
ENSG00000186230.6,1
ENSG00000186260.16,1
ENSG00000186283.13,14
ENSG00000186298.11,49
ENSG00000186301.8,10
ENSG00000186312.10,13
ENSG00000186314.11,102
ENSG00000186352.8,67
ENSG00000186367.6,1
ENSG00000186376.14,31
ENSG00000186395.6,1712
ENSG00000186432.8,26
ENSG00000186468.12,1504
ENSG00000186480.12,467
ENSG00000186496.10,13
ENSG00000186501.14,129
ENSG00000186564.5,2
ENSG00000186577.11,108
ENSG00000186591.11,29
ENSG00000186625.13,94
ENSG00000186635.14,3
ENSG00000186652.9,1
ENSG00000186660.14,48
ENSG00000186665.8,13
ENSG00000186666.5,41
ENSG00000186687.15,21
ENSG00000186716.19,9
ENSG00000186767.5,49
ENSG00000186862.17,18
ENSG00000186866.16,23
ENSG00000186908.14,8
ENSG00000186918.13,3
ENSG00000187010.18,9
ENSG00000187049.9,71
ENSG00000187051.8,115
ENSG00000187066.8,16
ENSG00000187079.14,10
ENSG00000187091.13,8
ENSG00000187109.13,730
ENSG00000187118.12,281
ENSG00000187134.12,23
ENSG00000187147.17,22
ENSG00000187164.17,1
ENSG00000187193.8,16
ENSG00000187257.14,22
ENSG00000187325.4,37
ENSG00000187391.17,18
ENSG00000187446.11,15
ENSG00000187479.5,12
ENSG00000187510.7,17
ENSG00000187514.14,552
ENSG00000187522.13,81
ENSG00000187531.13,22
ENSG00000187535.13,1
ENSG00000187600.12,71
ENSG00000187601.4,21
ENSG00000187608.8,18
ENSG00000187609.15,31
ENSG00000187630.14,45
ENSG00000187676.7,24
ENSG00000187688.14,57
ENSG00000187713.6,125
ENSG00000187735.12,449
ENSG00000187741.14,11
ENSG00000187742.14,74
ENSG00000187772.6,47
ENSG00000187778.13,20
ENSG00000187790.10,2
ENSG00000187792.4,28
ENSG00000187796.13,8
ENSG00000187837.3,146
ENSG00000187840.4,659
ENSG00000187866.7,14
ENSG00000187954.12,8
ENSG00000187955.11,9
ENSG00000187994.13,13
ENSG00000188002.10,1
ENSG00000188010.12,1
ENSG00000188021.8,21
ENSG00000188157.13,1
ENSG00000188177.13,41
ENSG00000188186.10,351
ENSG00000188191.14,8
ENSG00000188229.5,88
ENSG00000188242.4,36
ENSG00000188243.12,364
ENSG00000188312.13,26
ENSG00000188313.12,194
ENSG00000188342.11,50
ENSG00000188343.12,17
ENSG00000188352.12,19
ENSG00000188372.14,22
ENSG00000188419.13,23
ENSG00000188428.16,12
ENSG00000188486.3,57
ENSG00000188493.14,32
ENSG00000188512.6,10
ENSG00000188529.14,143
ENSG00000188536.12,6
ENSG00000188542.9,11
ENSG00000188599.17,5
ENSG00000188603.16,8
ENSG00000188612.11,792
ENSG00000188647.12,29
ENSG00000188672.16,20
ENSG00000188677.14,1
ENSG00000188690.12,12
ENSG00000188693.7,1
ENSG00000188706.12,5
ENSG00000188707.5,24
ENSG00000188725.7,177
ENSG00000188739.14,107
ENSG00000188811.12,19
ENSG00000188846.13,1361
ENSG00000188895.11,3
ENSG00000188938.15,77
ENSG00000188976.10,2
ENSG00000188985.6,4
ENSG00000188994.12,35
ENSG00000189007.15,1
ENSG00000189043.9,1910
ENSG00000189046.10,18
ENSG00000189050.14,82
ENSG00000189064.8,2
ENSG00000189077.10,34
ENSG00000189079.15,1
ENSG00000189091.12,25
ENSG00000189114.6,38
ENSG00000189157.13,19
ENSG00000189159.15,147
ENSG00000189171.13,249
ENSG00000189180.15,23
ENSG00000189190.8,25
ENSG00000189223.13,1
ENSG00000189227.5,84
ENSG00000189241.6,19
ENSG00000189266.11,113
ENSG00000189283.9,74
ENSG00000189298.13,32
ENSG00000189306.10,45
ENSG00000189308.10,16
ENSG00000189337.15,37
ENSG00000189343.7,47
ENSG00000189369.8,7
ENSG00000189376.11,79
ENSG00000189377.8,31
ENSG00000189403.14,860
ENSG00000196072.11,36
ENSG00000196074.12,10
ENSG00000196116.7,9
ENSG00000196141.12,30
ENSG00000196151.10,28
ENSG00000196172.9,17
ENSG00000196177.12,10
ENSG00000196182.10,48
ENSG00000196187.11,13
ENSG00000196199.13,162
ENSG00000196204.11,13
ENSG00000196205.8,3
ENSG00000196214.10,36
ENSG00000196233.11,15
ENSG00000196235.13,18
ENSG00000196247.11,1
ENSG00000196262.13,1363
ENSG00000196290.14,54
ENSG00000196305.17,109
ENSG00000196312.11,7
ENSG00000196313.11,1
ENSG00000196352.13,279
ENSG00000196353.11,1
ENSG00000196363.9,32
ENSG00000196365.11,24
ENSG00000196371.3,29
ENSG00000196372.12,8
ENSG00000196378.11,7
ENSG00000196388.8,5
ENSG00000196396.9,12
ENSG00000196418.12,28
ENSG00000196419.12,169
ENSG00000196428.12,14
ENSG00000196449.3,61
ENSG00000196459.13,9
ENSG00000196465.10,28
ENSG00000196466.10,9
ENSG00000196470.11,37
ENSG00000196502.11,162
ENSG00000196504.15,251
ENSG00000196510.12,54
ENSG00000196511.13,1
ENSG00000196517.11,2
ENSG00000196531.10,2128
ENSG00000196544.7,1
ENSG00000196549.10,56
ENSG00000196550.10,1
ENSG00000196565.12,162
ENSG00000196588.14,25
ENSG00000196591.11,75
ENSG00000196605.7,43
ENSG00000196628.13,5
ENSG00000196636.7,368
ENSG00000196642.15,38
ENSG00000196655.9,9
ENSG00000196656.7,48
ENSG00000196670.13,16
ENSG00000196678.13,1
ENSG00000196683.10,343
ENSG00000196693.14,13
ENSG00000196704.11,90
ENSG00000196712.16,56
ENSG00000196730.12,6
ENSG00000196756.11,48
ENSG00000196757.7,8
ENSG00000196776.14,70
ENSG00000196787.3,29
ENSG00000196792.11,15
ENSG00000196839.12,21
ENSG00000196873.15,1
ENSG00000196914.8,13
ENSG00000196923.13,59
ENSG00000196924.14,31
ENSG00000196937.10,7
ENSG00000196950.13,1
ENSG00000196951.10,25
ENSG00000196976.6,288
ENSG00000196981.3,1
ENSG00000196998.15,57
ENSG00000197006.13,231
ENSG00000197008.9,107
ENSG00000197013.9,3
ENSG00000197019.4,7
ENSG00000197021.8,6
ENSG00000197043.13,5
ENSG00000197045.12,4
ENSG00000197050.10,13
ENSG00000197061.4,3675
ENSG00000197063.10,33
ENSG00000197070.13,21
ENSG00000197081.12,44
ENSG00000197083.11,1
ENSG00000197102.10,52
ENSG00000197111.15,118
ENSG00000197121.14,19
ENSG00000197142.10,1
ENSG00000197147.12,2
ENSG00000197149.5,4
ENSG00000197150.12,28
ENSG00000197157.10,310
ENSG00000197165.10,34
ENSG00000197170.9,87
ENSG00000197172.10,104
ENSG00000197180.2,79
ENSG00000197223.11,126
ENSG00000197226.12,4
ENSG00000197265.8,46
ENSG00000197279.3,18
ENSG00000197296.5,1
ENSG00000197299.10,17
ENSG00000197302.10,10
ENSG00000197321.14,13
ENSG00000197323.10,27
ENSG00000197324.8,7
ENSG00000197343.10,54
ENSG00000197345.12,469
ENSG00000197355.10,17
ENSG00000197358.9,16
ENSG00000197372.9,1
ENSG00000197380.10,1
ENSG00000197381.15,1
ENSG00000197415.11,25
ENSG00000197442.9,9
ENSG00000197448.13,388
ENSG00000197451.10,104
ENSG00000197457.9,1
ENSG00000197465.13,1
ENSG00000197471.11,30
ENSG00000197498.12,233
ENSG00000197536.10,18
ENSG00000197548.12,39
ENSG00000197563.9,9
ENSG00000197568.13,30
ENSG00000197601.12,28
ENSG00000197620.10,6
ENSG00000197641.11,1
ENSG00000197694.13,28
ENSG00000197712.11,79
ENSG00000197713.14,101
ENSG00000197728.9,896
ENSG00000197746.13,272
ENSG00000197747.8,29
ENSG00000197756.9,441
ENSG00000197757.7,13
ENSG00000197766.7,16
ENSG00000197771.12,72
ENSG00000197798.8,27
ENSG00000197858.10,84
ENSG00000197860.9,38
ENSG00000197872.11,70
ENSG00000197885.10,1
ENSG00000197892.12,7
ENSG00000197894.10,252
ENSG00000197903.7,9
ENSG00000197930.12,17
ENSG00000197937.12,12
ENSG00000197958.12,831
ENSG00000197961.11,1
ENSG00000197965.11,118
ENSG00000197969.11,34
ENSG00000197980.11,33
ENSG00000197982.13,170
ENSG00000197989.13,49
ENSG00000198000.11,29
ENSG00000198015.12,285
ENSG00000198034.10,1526
ENSG00000198040.10,68
ENSG00000198042.10,1
ENSG00000198054.11,359
ENSG00000198055.10,4
ENSG00000198056.13,409
ENSG00000198060.9,2
ENSG00000198087.7,18
ENSG00000198088.10,28
ENSG00000198105.11,3
ENSG00000198130.14,28
ENSG00000198131.13,11
ENSG00000198162.12,41
ENSG00000198168.8,177
ENSG00000198171.12,49
ENSG00000198176.12,61
ENSG00000198189.10,258
ENSG00000198203.9,28
ENSG00000198218.10,33
ENSG00000198221.8,55
ENSG00000198242.13,685
ENSG00000198252.11,13
ENSG00000198258.10,651
ENSG00000198265.11,12
ENSG00000198270.12,46
ENSG00000198276.13,36
ENSG00000198301.11,43
ENSG00000198336.9,58
ENSG00000198346.10,37
ENSG00000198353.7,5
ENSG00000198356.11,38
ENSG00000198363.15,47
ENSG00000198373.12,25
ENSG00000198380.12,150
ENSG00000198382.8,3
ENSG00000198393.7,10
ENSG00000198399.14,20
ENSG00000198400.11,103
ENSG00000198408.13,37
ENSG00000198431.15,101
ENSG00000198435.3,1
ENSG00000198464.13,25
ENSG00000198466.11,28
ENSG00000198468.7,37
ENSG00000198478.7,71
ENSG00000198482.10,1
ENSG00000198492.14,121
ENSG00000198496.10,30
ENSG00000198498.9,41
ENSG00000198521.11,16
ENSG00000198522.13,28
ENSG00000198538.10,5
ENSG00000198546.14,50
ENSG00000198551.9,8
ENSG00000198554.11,8
ENSG00000198556.13,28
ENSG00000198585.11,16
ENSG00000198586.13,58
ENSG00000198589.10,12
ENSG00000198604.10,1
ENSG00000198612.10,20
ENSG00000198618.5,3
ENSG00000198663.16,67
ENSG00000198668.10,756
ENSG00000198673.10,248
ENSG00000198677.10,119
ENSG00000198681.6,138
ENSG00000198695.2,168
ENSG00000198700.9,83
ENSG00000198707.14,31
ENSG00000198712.1,4520
ENSG00000198715.11,29
ENSG00000198720.12,8
ENSG00000198721.12,72
ENSG00000198727.2,1494
ENSG00000198728.10,8
ENSG00000198730.7,54
ENSG00000198736.11,44
ENSG00000198742.9,1
ENSG00000198743.5,59
ENSG00000198744.5,3
ENSG00000198755.10,897
ENSG00000198756.10,14
ENSG00000198763.3,949
ENSG00000198771.10,60
ENSG00000198786.2,474
ENSG00000198791.11,124
ENSG00000198799.11,12
ENSG00000198804.2,1348
ENSG00000198805.11,15
ENSG00000198814.12,44
ENSG00000198815.8,11
ENSG00000198818.9,309
ENSG00000198824.5,9
ENSG00000198830.10,30
ENSG00000198832.10,97
ENSG00000198833.6,33
ENSG00000198836.8,1
ENSG00000198837.9,8
ENSG00000198839.9,72
ENSG00000198840.2,250
ENSG00000198841.3,23
ENSG00000198843.12,44
ENSG00000198855.6,25
ENSG00000198856.12,663
ENSG00000198858.9,77
ENSG00000198860.11,122
ENSG00000198862.13,64
ENSG00000198874.12,32
ENSG00000198876.12,59
ENSG00000198879.11,1
ENSG00000198886.2,2837
ENSG00000198887.8,35
ENSG00000198888.2,1266
ENSG00000198890.7,93
ENSG00000198898.12,250
ENSG00000198899.2,2120
ENSG00000198900.5,89
ENSG00000198901.13,24
ENSG00000198911.11,27
ENSG00000198912.10,106
ENSG00000198917.11,15
ENSG00000198918.7,136
ENSG00000198919.12,12
ENSG00000198920.9,9
ENSG00000198925.10,22
ENSG00000198930.12,127
ENSG00000198931.10,315
ENSG00000198937.8,111
ENSG00000198938.2,7462
ENSG00000198947.14,21
ENSG00000198951.11,43
ENSG00000198952.8,1
ENSG00000198954.6,69
ENSG00000198961.9,38
ENSG00000198964.13,22
ENSG00000199377.1,8
ENSG00000199562.1,2
ENSG00000199568.1,3
ENSG00000199990.1,3
ENSG00000200259.1,1
ENSG00000200385.1,2
ENSG00000200502.1,4
ENSG00000201428.1,1
ENSG00000201558.1,29
ENSG00000202198.1,13
ENSG00000202515.1,7
ENSG00000203279.3,19
ENSG00000203618.5,10
ENSG00000203666.12,118
ENSG00000203668.1,42
ENSG00000203705.10,101
ENSG00000203760.8,245
ENSG00000203791.13,110
ENSG00000203875.10,794
ENSG00000203879.11,36
ENSG00000203883.6,1
ENSG00000203930.10,23
ENSG00000203950.6,100
ENSG00000203965.12,59
ENSG00000203989.3,2
ENSG00000203993.4,7
ENSG00000204054.11,76
ENSG00000204070.9,46
ENSG00000204072.3,3
ENSG00000204117.1,6
ENSG00000204147.9,10
ENSG00000204160.11,41
ENSG00000204161.13,358
ENSG00000204178.9,15
ENSG00000204183.1,1
ENSG00000204196.5,71
ENSG00000204209.10,14
ENSG00000204228.3,43
ENSG00000204237.4,190
ENSG00000204241.7,31
ENSG00000204256.12,8
ENSG00000204272.10,122
ENSG00000204277.1,1
ENSG00000204301.6,1
ENSG00000204308.7,3
ENSG00000204315.3,6
ENSG00000204316.12,54
ENSG00000204334.7,23
ENSG00000204348.9,8
ENSG00000204356.11,69
ENSG00000204370.8,347
ENSG00000204371.11,15
ENSG00000204379.10,7
ENSG00000204382.11,2
ENSG00000204385.10,4
ENSG00000204387.12,100
ENSG00000204392.10,1
ENSG00000204394.12,7
ENSG00000204438.10,8
ENSG00000204444.10,36
ENSG00000204463.12,15
ENSG00000204469.12,4
ENSG00000204472.12,284
ENSG00000204482.10,20
ENSG00000204536.13,3
ENSG00000204560.9,16
ENSG00000204564.11,15
ENSG00000204568.11,3
ENSG00000204574.12,49
ENSG00000204592.8,1
ENSG00000204604.9,26
ENSG00000204628.11,1479
ENSG00000204673.10,6
ENSG00000204710.2,171
ENSG00000204822.6,34
ENSG00000204832.9,25
ENSG00000204842.14,56
ENSG00000204843.12,1
ENSG00000204852.15,19
ENSG00000204856.11,231
ENSG00000204859.11,1
ENSG00000204899.5,106
ENSG00000204922.4,100
ENSG00000204923.3,4
ENSG00000204947.8,21
ENSG00000204954.9,99
ENSG00000205060.10,17
ENSG00000205078.5,11
ENSG00000205105.6,1
ENSG00000205133.11,21
ENSG00000205138.3,40
ENSG00000205155.7,266
ENSG00000205208.4,2
ENSG00000205220.11,1
ENSG00000205250.8,50
ENSG00000205268.10,9
ENSG00000205277.9,19
ENSG00000205300.3,145
ENSG00000205302.6,35
ENSG00000205339.9,20
ENSG00000205352.10,543
ENSG00000205413.7,20
ENSG00000205423.11,28
ENSG00000205531.12,38
ENSG00000205534.6,3
ENSG00000205542.10,3087
ENSG00000205544.3,51
ENSG00000205559.3,22
ENSG00000205581.10,1337
ENSG00000205593.11,18
ENSG00000205609.12,1
ENSG00000205629.11,52
ENSG00000205707.10,3
ENSG00000205726.13,4
ENSG00000205758.11,43
ENSG00000205765.8,30
ENSG00000205777.17,70
ENSG00000205871.5,76
ENSG00000205913.6,4
ENSG00000205937.11,150
ENSG00000205981.6,463
ENSG00000206053.12,22
ENSG00000206140.9,3
ENSG00000206172.8,9
ENSG00000206195.10,13
ENSG00000206356.5,1
ENSG00000206418.3,1
ENSG00000206560.10,68
ENSG00000206562.11,8
ENSG00000206567.9,2
ENSG00000206573.8,73
ENSG00000206652.1,1
ENSG00000206749.1,1
ENSG00000206892.1,1
ENSG00000206989.1,3
ENSG00000208772.1,1
ENSG00000209082.1,4
ENSG00000210077.1,2
ENSG00000210082.2,4562
ENSG00000210112.1,1
ENSG00000210140.1,2
ENSG00000210184.1,2
ENSG00000210196.2,5
ENSG00000211450.9,83
ENSG00000211455.7,27
ENSG00000211456.10,12
ENSG00000211459.2,1225
ENSG00000211460.11,126
ENSG00000211584.13,31
ENSG00000211649.3,38
ENSG00000211697.3,20
ENSG00000212127.5,1
ENSG00000212447.1,7
ENSG00000212664.5,2
ENSG00000212694.8,21
ENSG00000212747.4,20
ENSG00000212802.4,199
ENSG00000212829.8,2
ENSG00000212907.2,72
ENSG00000213015.8,79
ENSG00000213024.10,35
ENSG00000213025.2,20
ENSG00000213064.9,16
ENSG00000213066.11,96
ENSG00000213169.3,1
ENSG00000213185.6,5
ENSG00000213190.3,45
ENSG00000213221.4,16
ENSG00000213225.7,16
ENSG00000213228.5,2
ENSG00000213237.4,1
ENSG00000213246.6,92
ENSG00000213261.3,6
ENSG00000213280.2,6
ENSG00000213281.4,105
ENSG00000213293.4,1
ENSG00000213315.5,38
ENSG00000213337.8,12
ENSG00000213339.8,46
ENSG00000213361.2,3
ENSG00000213363.4,4
ENSG00000213380.13,12
ENSG00000213397.10,1
ENSG00000213401.8,134
ENSG00000213430.6,1
ENSG00000213442.5,217
ENSG00000213445.8,14
ENSG00000213462.4,6
ENSG00000213465.7,150
ENSG00000213492.2,4
ENSG00000213516.9,2
ENSG00000213523.9,158
ENSG00000213551.4,14
ENSG00000213553.4,79
ENSG00000213560.4,1
ENSG00000213563.6,26
ENSG00000213585.10,160
ENSG00000213593.9,222
ENSG00000213598.4,3
ENSG00000213609.3,1
ENSG00000213613.2,3
ENSG00000213614.9,1
ENSG00000213619.9,147
ENSG00000213621.3,49
ENSG00000213625.8,81
ENSG00000213638.5,9
ENSG00000213639.9,30
ENSG00000213672.7,6
ENSG00000213683.4,1
ENSG00000213699.8,38
ENSG00000213707.2,4
ENSG00000213719.8,587
ENSG00000213722.8,4
ENSG00000213730.3,1
ENSG00000213741.8,960
ENSG00000213757.3,11
ENSG00000213780.10,1
ENSG00000213782.7,17
ENSG00000213820.3,1
ENSG00000213822.6,6
ENSG00000213853.9,87
ENSG00000213860.4,1
ENSG00000213864.3,14
ENSG00000213865.7,25
ENSG00000213875.3,2
ENSG00000213889.10,69
ENSG00000213923.10,25
ENSG00000213930.11,45
ENSG00000213931.5,38
ENSG00000213963.6,2
ENSG00000213977.7,3
ENSG00000214022.11,40
ENSG00000214026.10,30
ENSG00000214046.8,120
ENSG00000214049.6,62
ENSG00000214050.7,1
ENSG00000214063.10,151
ENSG00000214078.11,62
ENSG00000214087.8,43
ENSG00000214113.10,53
ENSG00000214114.8,1
ENSG00000214160.9,115
ENSG00000214174.8,3
ENSG00000214182.5,4
ENSG00000214188.9,1
ENSG00000214192.3,1
ENSG00000214194.8,580
ENSG00000214207.2,1
ENSG00000214253.8,154
ENSG00000214274.9,22
ENSG00000214293.8,6
ENSG00000214297.3,1
ENSG00000214389.2,8
ENSG00000214391.3,3
ENSG00000214401.4,3
ENSG00000214413.7,31
ENSG00000214485.6,4
ENSG00000214517.8,67
ENSG00000214530.7,9
ENSG00000214535.3,58
ENSG00000214612.3,3
ENSG00000214643.5,16
ENSG00000214706.10,3
ENSG00000214708.4,29
ENSG00000214736.7,644
ENSG00000214748.2,18
ENSG00000214756.7,1
ENSG00000214855.9,19
ENSG00000214857.4,1
ENSG00000214900.8,1
ENSG00000214941.7,31
ENSG00000214960.9,33
ENSG00000214967.5,1
ENSG00000214975.4,2
ENSG00000215012.8,36
ENSG00000215021.8,34
ENSG00000215022.7,3
ENSG00000215030.5,127
ENSG00000215089.3,8
ENSG00000215105.4,3
ENSG00000215114.7,1
ENSG00000215190.8,27
ENSG00000215251.3,11
ENSG00000215252.11,51
ENSG00000215256.3,43
ENSG00000215271.7,72
ENSG00000215301.9,33
ENSG00000215305.9,8
ENSG00000215414.4,1
ENSG00000215548.2,3
ENSG00000215606.4,2
ENSG00000215712.10,93
ENSG00000215807.4,1
ENSG00000215861.5,398
ENSG00000215883.9,3
ENSG00000215895.4,2
ENSG00000216649.3,1
ENSG00000216657.1,1
ENSG00000216895.8,33
ENSG00000217094.2,2
ENSG00000217128.11,2
ENSG00000217325.2,1
ENSG00000217416.4,1
ENSG00000217555.12,8
ENSG00000217767.2,1
ENSG00000217801.9,78
ENSG00000218175.2,22
ENSG00000218208.1,1
ENSG00000218227.3,47
ENSG00000218426.5,205
ENSG00000218459.1,1
ENSG00000218502.3,1
ENSG00000218510.5,40
ENSG00000218739.9,105
ENSG00000219023.1,3
ENSG00000219133.2,1
ENSG00000219146.1,2
ENSG00000219200.10,230
ENSG00000219222.1,3
ENSG00000219274.1,12
ENSG00000219392.1,17
ENSG00000219487.2,1
ENSG00000219545.9,59
ENSG00000219626.8,26
ENSG00000219930.4,1
ENSG00000220205.8,27
ENSG00000220749.4,57
ENSG00000220793.5,1
ENSG00000220842.6,103
ENSG00000221817.9,1
ENSG00000221829.9,120
ENSG00000221867.8,109
ENSG00000221869.4,59
ENSG00000221883.2,22
ENSG00000221886.3,33
ENSG00000221887.5,10
ENSG00000221914.8,37
ENSG00000221968.8,31
ENSG00000221978.11,101
ENSG00000221983.7,658
ENSG00000222011.8,17
ENSG00000222032.1,12
ENSG00000222041.10,260
ENSG00000222046.2,9
ENSG00000222047.8,11
ENSG00000222057.1,1
ENSG00000222558.1,1
ENSG00000223198.1,2
ENSG00000223361.5,17
ENSG00000223460.1,1
ENSG00000223478.1,27
ENSG00000223482.7,47
ENSG00000223496.2,11
ENSG00000223504.1,1
ENSG00000223508.5,1
ENSG00000223547.9,14
ENSG00000223551.1,435
ENSG00000223552.1,3
ENSG00000223608.1,89
ENSG00000223620.3,7
ENSG00000223662.1,1
ENSG00000223676.1,1
ENSG00000223705.9,39
ENSG00000223745.7,16
ENSG00000223756.6,19
ENSG00000223795.2,25
ENSG00000223797.5,54
ENSG00000223803.1,1
ENSG00000223820.5,14
ENSG00000223960.6,42
ENSG00000224015.1,7
ENSG00000224032.6,73
ENSG00000224040.1,1
ENSG00000224046.1,97
ENSG00000224051.6,6
ENSG00000224094.1,1
ENSG00000224114.1,4
ENSG00000224141.5,24
ENSG00000224152.1,15
ENSG00000224165.5,11
ENSG00000224172.1,9
ENSG00000224184.5,4
ENSG00000224186.8,19
ENSG00000224261.2,7
ENSG00000224411.3,1
ENSG00000224531.5,5
ENSG00000224546.2,6
ENSG00000224550.1,19
ENSG00000224578.4,47
ENSG00000224597.9,2
ENSG00000224631.4,11
ENSG00000224652.1,25
ENSG00000224699.8,17
ENSG00000224785.1,1
ENSG00000224822.1,3
ENSG00000224870.6,8
ENSG00000224877.3,117
ENSG00000224893.5,7
ENSG00000224934.2,32
ENSG00000224950.2,1
ENSG00000224982.3,8
ENSG00000225031.1,13
ENSG00000225067.4,1
ENSG00000225131.2,3
ENSG00000225170.2,1
ENSG00000225178.5,54
ENSG00000225200.2,4
ENSG00000225217.1,6
ENSG00000225265.1,23
ENSG00000225329.3,1
ENSG00000225335.3,8
ENSG00000225355.1,1
ENSG00000225377.5,36
ENSG00000225470.6,34
ENSG00000225471.5,1
ENSG00000225475.1,14
ENSG00000225484.6,34
ENSG00000225486.1,1
ENSG00000225496.1,1
ENSG00000225511.6,18
ENSG00000225528.1,1
ENSG00000225573.4,1
ENSG00000225616.2,4
ENSG00000225663.7,48
ENSG00000225665.4,1
ENSG00000225667.1,15
ENSG00000225697.10,21
ENSG00000225733.5,24
ENSG00000225873.1,26
ENSG00000225892.3,3
ENSG00000225921.6,504
ENSG00000225972.1,3
ENSG00000225973.3,31
ENSG00000225986.1,125
ENSG00000226015.2,1
ENSG00000226043.1,1
ENSG00000226049.3,2
ENSG00000226067.6,20
ENSG00000226084.5,9
ENSG00000226137.5,11
ENSG00000226138.4,1
ENSG00000226180.3,1
ENSG00000226221.1,2
ENSG00000226243.1,3
ENSG00000226268.3,5
ENSG00000226278.1,4
ENSG00000226328.6,11
ENSG00000226329.2,9
ENSG00000226352.2,12
ENSG00000226360.5,23
ENSG00000226396.1,29
ENSG00000226468.2,13
ENSG00000226479.3,27
ENSG00000226499.1,16
ENSG00000226525.5,5
ENSG00000226532.1,10
ENSG00000226539.1,19
ENSG00000226564.1,1
ENSG00000226608.3,33
ENSG00000226752.7,242
ENSG00000226824.6,6
ENSG00000226915.1,6
ENSG00000226944.1,11
ENSG00000226950.6,1
ENSG00000226976.3,3
ENSG00000227053.1,9
ENSG00000227057.7,2
ENSG00000227063.5,1
ENSG00000227070.1,160
ENSG00000227081.5,203
ENSG00000227097.5,6
ENSG00000227124.8,75
ENSG00000227199.1,12
ENSG00000227207.2,1
ENSG00000227337.1,10
ENSG00000227345.8,13
ENSG00000227361.1,1
ENSG00000227398.3,11
ENSG00000227462.1,8
ENSG00000227500.9,5
ENSG00000227525.4,1
